	16depth	25depth
K18610	34.0	17.0
K07473	118.0	23.0
K16243	31.0	10.0
K06518	28.0	85.0
K03164	105.0	18.0
K04734	63.0	6.0
K04708	197.0	98.0
K13116	10.0	2.0
K10357	36.0	11.0
K12056	51.0	131.0
K17210	9.0	10.0
K15645	25.0	6.0
K17904	28.0	16.0
K18652	71.0	8.0
K08642	25.0	6.0
K03537	2.0	0.0
K11630	5.0	3.0
K14574	110.0	61.0
K00070	36.0	5.0
K21526	2.0	1.0
K09738	41.0	5.0
K00883	97.0	124.0
K16237	11.0	4.0
K20111	4.0	1.0
K18671	26.0	12.0
K11447	3.0	4.0
K21640	8.0	0.0
K02922	89.0	36.0
K18136	133.0	61.0
K09712	39.0	12.0
K17800	6.0	0.0
K00082	74.0	31.0
K05551	64.0	9.0
K03930	94.0	16.0
K09979	18.0	12.0
K17067	22.0	4.0
K15237	30.0	18.0
K14086	52.0	2.0
K07811	34.0	123.0
K09436	1.0	0.0
K20951	59.0	7.0
K10464	21.0	18.0
K03881	12.0	13.0
K06157	2.0	2.0
K09881	15.0	9.0
K10973	19.0	8.0
K15201	40.0	13.0
K04194	3.0	1.0
K09512	16.0	9.0
K10553	54.0	27.0
K12962	57.0	16.0
K00936	153.0	68.0
K09657	55.0	0.0
K06834	25.0	6.0
K12736	18.0	5.0
K21442	13.0	6.0
K13058	154.0	50.0
K03603	37.0	23.0
K10875	41.0	14.0
K13098	41.0	17.0
K20541	31.0	25.0
K11804	8.0	6.0
K19852	9.0	0.0
K04892	8.0	2.0
K18118	38.0	15.0
K22200	10.0	5.0
K08227	36.0	21.0
K20978	42.0	15.0
K17807	2.0	1.0
K04498	10.0	2.0
K18054	1.0	2.0
K05910	24.0	6.0
K14399	2.0	0.0
K22419	40.0	29.0
K19418	19.0	6.0
K06115	8.0	6.0
K03940	106.0	24.0
K11265	82.0	52.0
K04073	66.0	35.0
K08589	108.0	2.0
K06712	10.0	9.0
K11787	46.0	25.0
K03201	5.0	6.0
K11121	17.0	0.0
K03653	63.0	3.0
K08857	62.0	21.0
K16953	42.0	12.0
K06965	78.0	28.0
K02894	21.0	0.0
K05913	21.0	15.0
K19592	8.0	11.0
K12956	37.0	27.0
K12136	33.0	26.0
K11538	117.0	197.0
K21305	80.0	29.0
K06882	41.0	9.0
K08572	5.0	0.0
K11899	35.0	24.0
K22167	42.0	14.0
K18357	15.0	4.0
K08154	71.0	57.0
K08796	5.0	0.0
K07200	30.0	4.0
K13260	4.0	0.0
K13244	5.0	4.0
K07270	24.0	23.0
K14549	105.0	26.0
K15925	6.0	1.0
K05549	50.0	162.0
K15529	23.0	2.0
K07453	10.0	1.0
K20032	195.0	63.0
K11170	28.0	15.0
K19593	19.0	12.0
K19076	12.0	2.0
K03492	9.0	2.0
K04023	17.0	28.0
K18607	4.0	9.0
K13021	35.0	33.0
K20882	54.0	50.0
K17566	56.0	10.0
K21617	33.0	18.0
K12501	2.0	1.0
K10938	42.0	25.0
K14541	26.0	3.0
K17741	5.0	4.0
K17307	40.0	8.0
K05851	124.0	58.0
K08689	18.0	17.0
K19712	8.0	9.0
K21379	48.0	22.0
K13402	12.0	1.0
K18923	46.0	6.0
K20920	65.0	48.0
K13779	69.0	45.0
K12427	38.0	19.0
K21415	49.0	17.0
K07672	23.0	4.0
K04882	93.0	16.0
K17474	17.0	23.0
K21523	24.0	6.0
K21148	63.0	193.0
K13216	5.0	2.0
K22312	15.0	15.0
K01166	57.0	32.0
K13918	10.0	7.0
K06794	8.0	2.0
K10107	82.0	120.0
K21006	74.0	14.0
K21961	38.0	22.0
K14414	132.0	39.0
K05312	11.0	15.0
K21531	6.0	2.0
K10062	12.0	3.0
K03604	53.0	9.0
K13998	19.0	4.0
K13547	43.0	7.0
K18559	42.0	2.0
K07910	27.0	2.0
K09506	13.0	10.0
K17810	33.0	7.0
K12701	20.0	8.0
K13199	42.0	16.0
K03477	63.0	13.0
K02362	81.0	48.0
K08062	19.0	7.0
K06671	11.0	1.0
K00512	6.0	2.0
K06236	12.0	2.0
K09679	5.0	2.0
K08983	15.0	14.0
K01264	85.0	27.0
K21827	34.0	10.0
K16876	115.0	92.0
K08190	54.0	16.0
K19133	1.0	0.0
K07976	21.0	3.0
K07236	149.0	67.0
K02183	41.0	6.0
K19336	8.0	1.0
K19309	19.0	3.0
K10253	108.0	86.0
K21866	67.0	48.0
K18029	205.0	177.0
K18611	9.0	4.0
K18841	11.0	2.0
K21894	1.0	0.0
K07331	38.0	52.0
K13124	71.0	17.0
K03486	7.0	0.0
K07995	19.0	5.0
K20488	106.0	35.0
K13281	36.0	6.0
K03055	18.0	2.0
K13799	91.0	31.0
K10040	15.0	13.0
K16545	11.0	3.0
K12688	18.0	0.0
K10788	26.0	32.0
K12538	19.0	4.0
K15064	27.0	28.0
K19862	25.0	5.0
K05617	32.0	15.0
K03235	48.0	0.0
K20708	9.0	4.0
K15675	108.0	48.0
K22431	36.0	13.0
K20671	3.0	1.0
K19876	71.0	26.0
K19013	20.0	5.0
K10228	48.0	33.0
K16795	99.0	46.0
K13043	39.0	34.0
K10559	131.0	41.0
K07145	34.0	30.0
K02585	96.0	106.0
K18424	10.0	6.0
K18477	37.0	12.0
K10041	47.0	12.0
K01294	27.0	7.0
K07158	18.0	4.0
K10340	26.0	9.0
K09980	30.0	62.0
K07509	22.0	15.0
K15233	17.0	5.0
K07132	19.0	26.0
K01598	80.0	19.0
K19508	2.0	0.0
K08956	57.0	13.0
K00844	188.0	6.0
K06704	29.0	7.0
K08906	24.0	17.0
K18333	95.0	37.0
K19607	56.0	12.0
K19370	20.0	32.0
K15423	10.0	0.0
K00061	84.0	34.0
K09842	23.0	14.0
K16279	30.0	13.0
K05616	25.0	12.0
K18537	43.0	25.0
K15355	13.0	2.0
K10542	46.0	13.0
K11208	78.0	63.0
K15896	10.0	5.0
K12978	45.0	22.0
K10324	14.0	2.0
K08232	22.0	4.0
K10683	15.0	2.0
K06876	21.0	30.0
K07701	41.0	32.0
K06214	41.0	18.0
K22017	42.0	9.0
K17302	35.0	15.0
K02560	24.0	16.0
K17938	53.0	6.0
K15756	49.0	36.0
K15747	19.0	14.0
K00515	2.0	1.0
K01103	20.0	3.0
K13506	22.0	5.0
K01602	56.0	63.0
K08219	48.0	82.0
K10921	77.0	50.0
K22328	5.0	2.0
K02875	78.0	2.0
K20896	42.0	86.0
K02689	22.0	21.0
K20103	16.0	4.0
K14760	18.0	11.0
K14640	61.0	24.0
K03257	71.0	10.0
K01261	218.0	53.0
K09758	44.0	4.0
K05578	85.0	31.0
K08155	18.0	17.0
K13780	45.0	15.0
K17644	27.0	20.0
K10268	12.0	5.0
K01437	5.0	0.0
K05302	1.0	0.0
K04098	35.0	30.0
K02201	56.0	20.0
K16245	8.0	0.0
K03018	171.0	124.0
K01702	53.0	36.0
K12196	84.0	50.0
K07741	27.0	38.0
K22389	79.0	37.0
K03879	20.0	9.0
K13570	41.0	40.0
K12479	7.0	1.0
K05817	19.0	35.0
K22465	16.0	0.0
K12944	20.0	15.0
K18258	72.0	57.0
K13721	68.0	56.0
K04798	29.0	46.0
K22372	63.0	24.0
K21730	59.0	70.0
K18102	11.0	8.0
K16563	11.0	3.0
K06982	114.0	56.0
K16381	27.0	33.0
K05681	19.0	2.0
K16233	38.0	30.0
K02989	51.0	2.0
K10444	19.0	4.0
K05961	7.0	0.0
K02046	11.0	42.0
K03280	21.0	6.0
K17987	126.0	2.0
K00365	129.0	40.0
K05575	25.0	35.0
K00552	24.0	3.0
K19102	60.0	8.0
K09876	3.0	4.0
K05362	20.0	10.0
K13855	9.0	5.0
K02505	42.0	10.0
K10537	57.0	57.0
K15531	49.0	10.0
K22473	97.0	139.0
K17204	46.0	12.0
K14214	4.0	1.0
K01371	18.0	0.0
K12280	50.0	68.0
K05386	7.0	0.0
K11176	46.0	19.0
K01373	27.0	3.0
K18129	9.0	6.0
K15316	2.0	0.0
K06284	12.0	26.0
K07680	89.0	14.0
K18770	3.0	2.0
K21853	6.0	4.0
K11130	34.0	10.0
K21278	6.0	4.0
K14709	45.0	31.0
K03025	3.0	8.0
K18844	23.0	4.0
K18219	5.0	3.0
K16793	59.0	19.0
K08966	90.0	18.0
K10108	34.0	10.0
K06683	6.0	0.0
K15850	10.0	8.0
K01097	14.0	3.0
K11416	26.0	6.0
K15920	8.0	0.0
K09591	22.0	1.0
K02976	63.0	37.0
K18045	17.0	4.0
K06249	28.0	25.0
K06468	18.0	5.0
K04427	13.0	4.0
K00825	8.0	5.0
K05907	10.0	3.0
K03935	73.0	39.0
K03187	22.0	88.0
K22308	9.0	0.0
K17738	51.0	10.0
K21441	9.0	6.0
K03834	27.0	47.0
K15334	20.0	5.0
K05593	92.0	10.0
K07557	39.0	0.0
K10414	23.0	13.0
K14090	87.0	7.0
K19882	20.0	2.0
K20987	5.0	0.0
K15620	7.0	1.0
K07725	11.0	1.0
K12242	22.0	10.0
K16318	42.0	5.0
K12429	35.0	23.0
K14803	17.0	16.0
K15637	52.0	8.0
K19008	2.0	0.0
K10061	20.0	5.0
K02103	59.5	13.0
K15038	38.0	24.0
K18417	6.0	2.0
K01292	40.0	0.0
K03287	69.0	17.0
K19985	8.0	1.0
K21186	4.0	0.0
K11733	12.0	19.0
K20110	63.0	49.0
K17540	1.0	0.0
K07308	56.0	21.0
K11635	22.0	6.0
K10359	78.0	47.0
K08242	45.0	19.0
K22450	26.0	38.0
K15315	40.0	12.0
K18304	7.0	4.0
K18078	12.0	1.0
K19678	9.0	1.0
K05922	30.0	13.0
K10713	98.0	105.0
K09327	1.0	0.0
K19756	1.0	0.0
K21433	13.0	4.0
K08967	49.0	56.0
K21306	31.0	4.0
K11933	70.0	25.0
K03136	57.0	28.0
K18012	82.0	27.0
K15373	30.0	40.0
K19278	2.0	1.0
K09913	69.0	60.0
K07703	22.0	4.0
K08829	6.0	3.0
K02128	68.0	3.0
K21030	5.0	1.0
K14087	31.0	2.0
K13256	18.0	41.0
K11806	121.0	39.0
K22446	77.0	36.0
K03014	18.0	22.0
K00126	22.0	36.0
K19532	35.0	42.0
K02936	128.0	80.0
K15555	84.0	47.0
K19787	19.0	6.0
K11692	22.0	21.0
K19303	31.0	12.0
K14387	150.0	136.0
K04107	41.0	66.0
K07342	24.0	27.0
K06684	3.0	0.0
K20452	8.0	0.0
K15526	33.0	40.0
K10395	14.0	5.0
K16353	30.0	19.0
K01024	39.0	18.0
K02998	16.0	0.0
K17608	43.0	11.0
K20484	24.0	8.0
K22207	12.0	11.0
K12537	16.0	13.0
K07941	10.0	0.0
K04640	6.0	1.0
K19073	62.0	21.0
K10413	45.0	9.0
K20907	37.0	23.0
K11415	20.0	4.0
K11783	79.0	74.0
K08780	14.0	2.0
K06238	36.0	25.0
K06127	101.0	58.0
K11805	17.0	4.0
K18696	91.0	25.0
K15825	2.0	0.0
K16303	6.0	6.0
K06691	9.0	0.0
K11031	26.0	8.0
K21132	11.0	2.0
K22014	8.0	2.0
K21201	8.0	18.0
K06595	81.0	45.0
K17972	12.0	4.0
K10037	32.0	65.0
K11768	12.0	6.0
K02898	17.0	0.0
K14779	9.0	0.0
K18697	27.0	15.0
K05289	12.0	0.0
K11946	11.0	1.0
K15744	9.0	5.0
K03229	31.0	11.0
K04515	23.0	11.0
K03190	61.0	132.0
K02592	16.0	131.0
K16300	203.0	174.0
K08783	22.0	12.0
K07936	42.0	1.0
K00984	25.0	1.0
K16039	13.0	15.0
K20485	6.0	1.0
K10906	52.0	69.0
K13935	4.0	2.0
K00599	6.0	2.0
K02639	66.0	59.0
K19795	21.0	5.0
K06240	16.0	4.0
K18158	9.0	2.0
K03105	13.0	20.0
K16567	16.0	6.0
K13871	17.0	12.0
K14510	5.0	3.0
K16570	4.0	0.0
K11082	11.0	1.0
K05700	1.0	0.0
K18666	8.0	3.0
K11622	15.0	16.0
K17073	7.5	3.0
K17074	7.5	0.0
K15791	10.0	1.0
K05553	22.0	13.0
K18337	148.0	81.0
K11250	74.0	54.0
K03468	6.0	6.0
K04787	51.0	27.0
K18953	39.0	9.0
K20238	50.0	6.0
K09100	1.0	2.0
K16564	32.0	16.0
K18479	15.0	6.0
K11923	26.0	3.0
K12217	25.0	28.0
K19220	30.0	9.0
K10539	99.0	89.0
K18073	82.0	26.0
K18143	54.0	19.0
K03056	28.0	6.0
K03222	25.0	9.0
K11462	11.0	6.0
K09818	63.0	99.0
K02281	39.0	55.0
K05709	3.0	21.0
K18121	61.0	67.0
K13252	8.0	8.0
K01282	17.0	3.0
K07897	15.0	4.0
K01268	3.0	1.0
K10859	44.0	56.0
K02241	22.0	9.0
K16561	37.0	119.0
K12963	20.0	10.0
K14007	30.0	3.0
K11987	23.0	47.0
K19975	10.5	7.0
K13133	5.0	1.0
K13420	41.0	2.0
K08308	25.0	6.0
K15020	28.0	29.0
K11423	11.0	4.0
K04595	9.0	1.0
K07767	50.0	22.0
K05774	26.0	7.0
K10467	15.0	6.0
K22212	16.0	5.0
K19776	27.0	12.0
K03094	20.0	1.0
K13782	2.0	3.0
K08655	34.0	16.0
K12601	30.0	14.0
K05558	13.0	43.0
K02742	84.0	49.0
K04040	35.0	8.0
K08717	52.0	61.0
K05747	16.0	0.0
K03362	23.0	13.0
K10549	6.0	8.0
K02542	16.0	2.0
K03819	11.0	1.0
K21701	75.0	42.0
K04975	3.0	5.0
K00698	65.0	10.0
K09799	7.0	0.0
K00922	7.0	2.0
K10060	6.0	1.0
K06970	40.0	96.0
K16430	20.0	20.0
K16494	10.0	15.0
K11691	27.0	15.0
K01694	38.0	28.0
K16560	2.0	0.0
K16244	11.0	2.0
K21331	12.0	3.0
K15522	23.0	5.0
K01855	33.0	8.0
K06046	30.0	6.0
K12761	38.0	2.0
K09577	13.0	11.0
K09785	39.0	55.0
K22444	7.0	3.0
K05579	35.0	24.0
K19623	52.0	7.0
K16502	68.0	31.0
K02647	3.0	5.0
K21602	38.0	15.0
K14330	10.0	1.0
K02577	42.0	38.0
K20405	10.0	0.0
K11230	21.0	3.0
K18906	14.0	47.0
K05383	4.0	0.0
K03091	94.0	28.0
K20995	20.0	3.0
K01050	22.0	5.0
K18830	5.0	3.0
K22342	21.0	22.0
K19350	29.0	6.0
K08652	13.0	2.0
K11141	11.0	9.0
K02506	3.0	0.0
K21696	13.0	2.0
K14121	7.0	0.0
K13001	41.0	3.0
K18651	33.0	5.0
K12981	15.0	2.0
K11800	35.0	9.0
K02192	72.0	88.0
K08834	8.0	4.0
K19970	56.0	7.0
K08186	15.0	12.0
K16319	96.0	102.0
K22462	35.0	103.0
K21909	78.0	4.0
K05574	33.0	28.0
K04128	49.0	17.0
K08214	8.0	0.0
K00272	6.0	21.0
K07199	87.0	31.0
K17767	4.0	1.0
K19204	41.0	16.0
K01836	16.0	5.0
K01298	81.0	17.0
K12547	6.0	2.0
K04952	13.0	0.0
K19788	46.0	11.0
K12800	10.0	1.0
K13065	6.0	0.0
K15443	5.0	7.0
K00225	26.0	27.0
K17362	36.0	40.0
K19585	69.0	190.0
K01492	36.0	7.0
K07099	98.0	18.0
K01851	83.0	80.0
K14681	34.0	124.0
K03053	16.0	16.0
K01569	37.0	16.0
K06276	31.0	9.0
K08246	31.0	17.0
K14374	21.0	20.0
K16347	3.0	2.0
K12766	1.0	0.0
K14028	78.0	183.0
K15535	42.0	2.0
K18457	55.0	20.0
K17278	28.0	2.0
K10392	16.0	7.0
K20666	5.0	2.0
K18422	46.0	19.0
K21060	47.0	92.0
K21214	18.0	4.0
K14672	19.0	34.0
K15043	10.0	4.0
K21012	43.0	23.0
K19737	26.0	16.0
K14819	17.0	18.0
K06366	4.0	0.0
K05397	19.0	12.0
K00885	43.0	13.0
K18020	38.0	25.0
K20456	79.0	9.0
K22345	15.0	3.0
K08239	41.0	22.0
K08297	4.0	4.0
K05384	29.0	2.0
K09960	61.0	90.0
K06943	52.0	1.0
K09829	16.0	8.0
K04601	49.0	3.0
K17749	18.0	1.0
K09788	144.0	188.0
K18326	29.0	16.0
K00069	85.0	83.0
K08192	1.0	0.0
K13868	41.0	16.0
K07996	14.0	6.0
K03239	30.0	7.0
K13262	14.0	9.0
K13615	33.0	12.0
K18613	14.0	12.0
K01771	35.0	7.0
K08713	22.0	4.0
K06125	8.0	8.0
K20210	2.0	1.0
K11233	24.0	5.0
K19659	29.0	22.0
K10463	8.0	1.0
K09097	45.0	23.0
K14108	8.0	0.0
K11908	42.0	15.0
K09874	25.0	36.0
K17398	21.0	19.0
K14974	14.0	56.0
K12734	26.0	6.0
K00638	91.0	35.0
K19031	24.0	4.0
K17340	4.0	2.0
K20469	46.0	33.0
K07643	10.0	9.0
K18914	23.0	28.0
K21755	41.0	40.0
K06094	5.0	0.0
K10765	2.0	0.0
K14391	8.0	8.0
K08145	25.0	7.0
K04536	44.0	8.0
K16707	25.0	14.0
K01954	9.0	1.0
K21702	14.0	21.0
K18951	15.0	0.0
K13889	84.0	34.0
K03395	18.0	13.0
K21337	25.0	11.0
K21052	5.0	4.0
K09746	16.0	0.0
K00221	53.0	135.0
K06931	4.5	0.0
K09494	15.0	1.0
K14573	5.0	0.0
K19542	56.0	37.0
K21003	14.0	0.0
K00423	79.0	80.0
K07827	8.0	1.0
K14966	11.0	4.0
K20097	7.0	5.0
K00629	6.0	5.0
K13480	49.0	3.0
K14327	59.0	16.0
K19047	5.0	2.0
K07753	25.0	19.0
K16629	1.0	5.0
K16966	5.0	13.0
K19066	40.0	3.0
K05687	46.0	12.0
K03207	36.0	27.0
K19142	6.0	4.0
K02137	20.0	6.0
K20853	17.0	4.0
K01397	15.0	8.0
K09533	14.0	8.0
K13698	18.0	11.0
K00542	27.0	24.0
K06842	1.0	1.0
K10004	60.0	49.0
K14106	29.0	1.0
K21248	14.0	19.0
K09947	76.0	86.0
K20446	40.0	6.0
K21991	18.0	19.0
K22104	21.0	37.0
K22314	21.0	4.0
K18105	17.0	24.0
K05560	24.0	65.0
K05545	11.0	0.0
K02910	74.0	52.0
K06091	4.0	2.0
K18068	32.0	196.0
K01567	39.0	34.0
K13635	34.0	23.0
K07964	1.0	1.0
K19611	61.0	35.0
K00545	53.0	36.0
K03198	2.0	4.0
K05781	53.0	38.0
K08714	85.0	120.0
K02885	130.0	65.0
K11003	22.0	30.0
K09145	7.0	2.0
K11422	6.0	2.0
K21350	22.0	3.0
K05872	10.0	6.0
K08677	14.0	9.0
K21055	2.0	0.0
K03399	73.0	64.0
K06868	6.0	0.0
K04756	15.0	26.0
K10460	30.0	8.0
K20533	15.0	23.0
K20151	14.0	4.0
K15790	4.0	99.0
K10188	31.0	3.0
K00202	52.0	40.0
K21272	11.0	25.0
K20174	25.0	0.0
K04746	4.0	0.0
K06641	34.0	9.0
K09257	17.0	4.0
K13108	27.0	8.0
K07994	14.0	17.0
K19583	13.0	3.0
K10016	29.0	22.0
K08226	36.0	4.0
K15045	54.0	8.0
K14539	5.0	2.0
K13607	81.0	69.0
K13757	5.0	0.0
K18472	48.0	17.0
K17892	14.0	49.0
K07821	47.0	17.0
K08942	25.0	14.0
K11631	1.0	1.0
K14386	53.0	25.0
K06914	20.0	41.0
K15728	23.0	2.0
K11405	24.0	7.0
K05391	14.0	4.0
K00235	12.0	1.0
K21267	4.0	2.0
K21181	14.0	5.0
K10878	18.0	0.0
K20326	13.0	0.0
K21687	49.0	50.0
K04041	44.0	17.0
K17841	6.0	6.0
K17647	5.0	0.0
K03355	31.0	8.0
K14115	3.0	0.0
K16258	10.0	5.0
K11743	4.0	0.0
K11963	119.0	144.0
K06636	23.0	6.0
K16369	33.0	4.0
K21424	5.0	1.0
K16649	23.0	9.0
K06006	7.0	29.0
K03812	9.0	42.0
K08355	139.0	169.0
K01906	25.5	64.5
K16317	37.0	15.0
K05501	94.0	130.0
K18072	47.0	75.0
K10751	59.0	27.0
K10251	57.0	32.0
K20148	10.0	13.0
K07153	189.0	107.0
K10814	15.0	2.0
K02430	11.0	3.0
K20890	7.0	3.0
K16290	14.0	0.0
K06234	2.0	0.0
K20164	16.0	0.0
K09287	8.0	7.0
K11539	29.0	17.0
K00622	22.0	0.0
K17361	3.0	2.0
K21327	6.0	2.0
K08624	7.0	0.0
K15058	26.0	18.0
K14771	2.0	1.0
K16963	18.0	45.0
K08324	41.0	27.0
K11795	13.0	0.0
K11232	4.0	5.0
K14863	49.0	21.0
K13658	22.0	2.0
K17942	3.0	0.0
K08646	17.0	0.0
K15402	2.0	0.0
K03862	43.0	78.0
K21367	31.0	18.0
K03138	5.0	2.0
K15366	21.0	10.0
K06935	32.0	18.0
K21620	92.0	58.0
K06896	36.0	1.0
K13060	10.0	27.0
K11273	14.0	3.0
K03953	25.0	3.0
K03813	5.0	0.0
K06476	59.0	15.0
K13125	1.0	2.0
K07834	2.0	2.0
K15672	9.0	5.0
K00271	55.0	67.0
K22071	26.0	2.0
K16102	1.0	1.0
K06669	25.0	5.0
K10681	58.0	62.0
K09578	24.0	4.0
K18783	14.0	3.0
K09142	37.0	28.0
K17588	21.0	0.0
K06219	133.0	59.0
K17910	66.0	15.0
K02173	24.0	10.0
K12974	9.0	4.0
K04905	7.0	8.0
K00887	18.0	0.0
K20607	34.0	18.0
K16123	94.0	39.0
K19015	31.0	4.0
K16305	19.0	9.0
K05735	3.0	0.0
K10709	25.0	7.0
K20408	8.0	2.0
K03212	24.0	17.0
K15528	36.0	7.0
K15390	4.0	0.0
K11018	9.0	6.0
K14665	15.0	6.0
K22482	26.0	1.0
K12609	41.0	0.0
K07190	22.0	0.0
K00889	19.0	10.0
K11491	2.0	0.0
K00327	28.0	5.0
K15979	17.0	0.0
K19465	31.0	21.0
K06639	14.0	8.0
K17535	17.0	4.0
K22066	44.0	24.0
K18684	4.0	2.0
K02944	12.0	0.0
K10817	27.0	3.0
K03204	12.0	6.0
K18104	70.0	26.0
K16781	44.0	33.0
K08170	24.0	9.0
K05766	4.0	3.0
K20218	30.0	79.0
K09336	1.0	2.0
K01900	66.0	21.0
K01656	3.0	0.0
K16330	32.0	7.0
K18275	6.0	11.0
K16037	10.0	23.0
K14940	10.0	2.0
K20963	28.0	29.0
K10546	17.0	4.0
K10338	26.0	6.0
K07410	1.0	0.0
K20095	3.0	0.0
K10761	18.0	2.0
K05768	9.0	4.0
K13366	39.0	15.0
K03383	14.0	24.0
K21481	31.0	46.0
K08778	4.0	0.0
K19506	2.0	0.0
K20765	66.0	75.0
K12855	12.0	0.0
K12060	6.0	65.0
K21114	5.0	5.0
K03083	24.0	7.0
K15870	15.0	3.0
K01832	7.0	7.0
K18825	9.0	10.0
K08777	29.0	10.0
K03712	38.0	27.0
K15504	26.0	9.0
K17098	1.0	1.0
K10349	12.0	1.0
K06401	13.0	4.0
K19809	30.0	25.0
K09908	38.0	75.0
K18140	14.0	1.0
K01407	30.0	43.0
K15739	2.0	3.0
K11417	5.0	1.0
K11601	9.0	4.0
K16020	5.0	7.0
K05673	13.0	2.0
K06154	6.0	4.0
K18978	24.0	17.0
K07167	39.0	57.0
K04432	16.0	6.0
K11151	19.0	4.0
K07586	30.0	33.0
K03911	24.0	2.0
K04688	30.0	18.0
K20458	21.0	41.0
K06166	24.0	22.0
K12991	5.0	5.0
K03697	34.0	15.0
K10193	11.0	2.0
K08175	44.0	3.0
K16240	7.0	3.0
K08736	11.0	3.0
K07569	4.0	3.0
K21760	18.0	11.0
K05819	62.0	24.0
K21970	17.0	2.0
K16474	30.0	10.0
K16433	1.0	1.0
K07013	68.0	9.0
K17593	20.0	4.0
K06487	66.0	9.0
K06792	7.0	0.0
K00921	20.0	6.0
K15039	56.0	0.0
K02999	13.0	10.0
K05309	6.0	3.0
K10448	6.0	3.0
K12973	37.0	16.0
K02318	47.0	63.0
K02293	37.0	34.0
K07694	35.0	3.0
K19106	18.0	17.0
K14188	27.0	11.0
K11279	33.0	0.0
K06699	10.0	2.0
K07944	5.0	0.0
K12435	7.0	8.0
K13966	6.0	0.0
K02266	14.0	0.0
K15832	1.0	1.0
K13091	33.0	7.0
K20817	20.0	13.0
K05310	33.0	8.0
K05034	23.0	2.0
K12265	18.0	4.0
K18809	9.0	1.0
K10755	22.0	4.0
K11367	36.0	16.0
K00947	63.0	73.0
K14614	3.0	0.0
K17301	22.0	3.0
K16424	12.0	5.0
K15971	6.0	0.0
K02539	2.0	0.0
K19186	1.0	5.0
K17065	36.0	6.0
K11152	34.0	18.0
K09568	27.0	13.0
K11504	3.0	0.0
K18575	10.0	3.0
K13750	3.0	3.0
K07418	9.0	1.0
K07369	59.0	13.0
K10302	15.0	18.0
K14068	3.0	0.0
K12488	32.0	2.0
K17506	7.0	11.0
K02565	43.0	24.0
K20115	23.0	19.0
K00280	40.0	19.0
K00295	5.0	0.0
K01727	49.0	10.0
K19620	16.0	3.0
K09514	4.0	1.0
K02903	23.0	0.0
K22295	20.0	40.0
K10754	27.0	15.0
K07570	15.0	5.0
K17801	2.0	0.0
K09511	7.0	1.0
K00400	8.0	6.0
K14082	68.0	4.0
K01788	51.0	10.0
K10881	8.0	0.0
K17533	6.0	2.0
K04950	26.0	11.0
K21002	7.0	0.0
K03627	49.0	7.0
K02515	1.0	0.0
K05368	5.0	51.0
K13095	12.0	7.0
K03670	12.0	119.0
K04022	36.0	8.0
K06130	16.0	0.0
K01349	54.0	23.0
K03645	3.0	46.0
K08724	64.0	9.0
K00474	38.0	18.0
K07097	21.0	9.0
K16201	17.0	16.0
K08286	48.0	16.0
K02852	12.0	0.0
K01368	14.0	1.0
K21325	33.0	13.0
K06798	3.0	0.0
K11778	18.0	0.0
K11474	17.0	42.0
K07890	12.0	3.0
K11816	24.0	16.0
K12301	23.0	11.0
K15462	8.0	6.0
K15450	13.0	0.0
K21746	5.0	3.0
K05186	9.0	5.0
K18134	4.0	2.0
K03835	17.0	22.0
K16120	63.0	42.0
K01364	18.0	2.0
K09728	16.0	0.0
K16449	2.0	2.0
K08638	4.0	0.0
K09550	4.0	0.0
K08184	14.0	12.0
K21695	1.0	0.0
K21960	18.0	17.0
K21220	23.0	6.0
K06726	53.0	5.0
K03253	15.0	0.0
K15511	49.0	32.0
K03680	62.0	34.0
K06602	49.0	35.0
K05784	61.0	12.0
K10039	23.0	7.0
K12115	3.0	1.0
K08276	42.0	15.0
K18966	11.0	5.0
K09918	5.0	12.0
K22374	24.0	11.0
K14715	18.0	3.0
K08735	24.0	8.0
K19938	27.0	15.0
K13240	4.0	3.0
K18169	14.0	8.0
K12949	18.0	3.0
K01522	28.0	10.0
K18384	45.0	39.0
K09838	23.0	8.0
K04646	34.0	4.0
K17871	31.0	8.0
K05037	9.0	4.0
K21607	34.0	28.0
K05679	13.0	0.0
K11204	13.0	10.0
K18692	10.0	4.0
K03193	1.0	0.0
K10717	7.0	10.0
K02915	52.0	2.0
K18320	93.0	133.0
K14751	26.0	10.0
K12202	12.0	4.0
K15656	50.0	27.0
K22072	13.0	8.0
K14166	88.0	188.0
K22112	21.0	14.0
K03755	5.0	0.0
K21902	52.0	100.0
K18443	11.0	0.0
K18277	92.0	34.0
K00039	90.0	52.0
K14251	40.0	33.0
K05277	8.0	6.0
K14443	6.0	12.0
K02467	14.0	4.0
K16228	51.0	37.0
K11531	36.0	12.0
K05864	15.0	10.0
K06165	30.0	15.0
K12900	5.0	8.0
K01930	48.0	5.0
K12129	13.0	1.0
K12281	30.0	18.0
K09127	14.0	3.0
K07078	4.0	2.0
K04955	24.0	7.0
K03815	33.0	41.0
K06481	34.0	6.0
K06252	16.0	7.0
K00565	10.0	0.0
K13873	14.0	3.0
K05286	27.0	7.0
K18887	13.0	2.0
K10550	5.0	0.0
K06609	52.0	30.0
K16662	1.0	0.0
K03112	92.0	84.0
K09862	193.0	161.0
K14451	15.0	8.0
K06837	4.0	1.0
K14861	5.0	0.0
K22152	19.0	7.0
